paper,article_types,new_id,pm_central_id,abstract,value,hypothesis_sentence,hypothesis_entities,clean_hypothesis_entities,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,entity_9,entity_10,entity_11,entity_12,entity_13,entity_14,entity_15,entity_16,entity_17,entity_18,entity_19,entity_20,entity_21,entity_22,entity_23,entity_24,entity_25,entity_26,entity_27,entity_28,entity_29,entity_30,entity_31
http://ns.inria.fr/covid19/dd63f666cdfaa58b86aa76662671a3d880892f59,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC5999939#Hypothesis,PMC5999939,http://ns.inria.fr/covid19/dd63f666cdfaa58b86aa76662671a3d880892f59#abstract,"Lung cancer is one of the most common tumor, which lacks of effective clinical treatment to lead to desirable prognosis. According to cancer stem cell hypothesis, lung cancer stem cells are considered to be responsible for carcinogenesis, development, metastasis, recurrence, invasion, resistance to chemotherapy and radiotherapy of lung cancer. In recent years, more and more institutes used glycosylated CD133 epitopes to define, isolate, purify lung cancer stem cells. However, along with deeply research, the application of CD133 epitopes in lung cancer stem cell research is questioned. The utilization and limitation of CD133 epitopes in lung cancer stem cells research for the past few years is summaried in this review.","According to cancer stem cell hypothesis, lung cancer stem cells are considered to be responsible for carcinogenesis, development, metastasis, recurrence, invasion, resistance to chemotherapy and radiotherapy of lung cancer.","['cancer_stem_cell_hypothesis', 'lung_cancer_stem_cells', 'carcinogenesis', 'development', 'metastasis', 'recurrence', 'invasion', 'resistance', 'chemotherapy', 'radiotherapy', 'lung_cancer']","['cancer stem cell hypothesis', 'lung cancer stem cells', 'carcinogenesis', 'development', 'metastasis', 'recurrence', 'invasion', 'resistance', 'chemotherapy', 'radiotherapy', 'lung cancer']",cancer stem cell hypothesis,lung cancer stem cells,carcinogenesis,development,metastasis,recurrence,invasion,resistance,chemotherapy,radiotherapy,lung cancer,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/d78cee411daf2fee4fa2dd9ca46b593910d40eba,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/d78cee411daf2fee4fa2dd9ca46b593910d40eba#Hypothesis,,http://ns.inria.fr/covid19/d78cee411daf2fee4fa2dd9ca46b593910d40eba#abstract,"Abstract Melanoma differentiation-associated gene 5 (MDA5) is a member of the retinoic acid-inducible gene I (RIG-I)-like receptors (RLRs) family and plays a pivotal role in the anti-viral innate immune response. As RIG-I is absent in chickens, MDA5 is hypothesized to be important in detecting viral nucleic acids in the cytoplasm. However, the molecular mechanism of the regulation of chicken MDA5 (chMDA5) expression has yet to be fully elucidated. With this in mind, a ∼2.5kb chMDA5 gene promoter region was examined and PCR amplified to assess its role in immune response. A chMDA5 promoter reporter plasmid (piggybac-MDA5-DsRed) was constructed and transfected into DF-1 cells to establish a Piggybac-MDA5-DsRed cell line. The MDA5 promoter activity was extremely low under basal condition, but was dramatically increased when cells were stimulated with polyinosinic: polycytidylic acid (poly I:C), interferon beta (IFN-β) or Infectious Bursal Disease Virus (IBDV). The DsRed mRNA level represented the promoter activity and was remarkably increased, which matched the expression of endogenous MDA5. However, Infectious Bronchitis Virus (IBV) and Newcastle disease virus (NDV) failed to increase the MDA5 promoter activity and the expression of endogenous MDA5. The results indicated that the promoter and the Piggybac-MDA5-DsRed cell line could be utilized to determine whether a ligand regulates MDA5 expression. For the first time, this study provides a tool for testing chMDA5 expression and regulation.","As RIG-I is absent in chickens, MDA5 is hypothesized to be important in detecting viral nucleic acids in the cytoplasm.","['RIG', 'chickens', 'MDA5', 'viral_nucleic_acids']","['RIG', 'chickens', 'MDA5', 'viral nucleic acids']",RIG,chickens,MDA5,viral nucleic acids,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/68422d2849ca1b297e561f73160f9a74a7077797,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3744431#Hypothesis,PMC3744431,http://ns.inria.fr/covid19/68422d2849ca1b297e561f73160f9a74a7077797#abstract,"No therapeutics or vaccines currently exist for human coronaviruses (HCoVs). The Severe Acute Respiratory Syndrome-associated coronavirus (SARS-CoV) epidemic in 2002–2003, and the recent emergence of Middle East Respiratory Syndrome coronavirus (MERS-CoV) in April 2012, emphasize the high probability of future zoonotic HCoV emergence causing severe and lethal human disease. Additionally, the resistance of SARS-CoV to ribavirin (RBV) demonstrates the need to define new targets for inhibition of CoV replication. CoVs express a 3′-to-5′ exoribonuclease in nonstructural protein 14 (nsp14-ExoN) that is required for high-fidelity replication and is conserved across the CoV family. All genetic and biochemical data support the hypothesis that nsp14-ExoN has an RNA proofreading function. Thus, we hypothesized that ExoN is responsible for CoV resistance to RNA mutagens. We demonstrate that while wild-type (ExoN+) CoVs were resistant to RBV and 5-fluorouracil (5-FU), CoVs lacking ExoN activity (ExoN−) were up to 300-fold more sensitive. While the primary antiviral activity of RBV against CoVs was not mutagenesis, ExoN− CoVs treated with 5-FU demonstrated both enhanced sensitivity during multi-cycle replication, as well as decreased specific infectivity, consistent with 5-FU functioning as a mutagen. Comparison of full-genome next-generation sequencing of 5-FU treated SARS-CoV populations revealed a 16-fold increase in the number of mutations within the ExoN− population as compared to ExoN+. Ninety percent of these mutations represented A:G and U:C transitions, consistent with 5-FU incorporation during RNA synthesis. Together our results constitute direct evidence that CoV ExoN activity provides a critical proofreading function during virus replication. Furthermore, these studies identify ExoN as the first viral protein distinct from the RdRp that determines the sensitivity of RNA viruses to mutagens. Finally, our results show the importance of ExoN as a target for inhibition, and suggest that small-molecule inhibitors of ExoN activity could be potential pan-CoV therapeutics in combination with RBV or RNA mutagens.",All genetic and biochemical data support the hypothesis that nsp14-ExoN has an RNA proofreading function.,"['All_genetic_and_biochemical_data support the_hypothesis', 'nsp14-ExoN']","['All genetic and biochemical data support the hypothesis', 'nsp14-ExoN']",All genetic and biochemical data support the hypothesis,nsp14-ExoN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/7c0168a4b858a8680f305fc4d8cc3c787ff4e110,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4882623#Hypothesis,PMC4882623,http://ns.inria.fr/covid19/7c0168a4b858a8680f305fc4d8cc3c787ff4e110#abstract,"Streptococci may colonize the epithelium in the airways and other entry sites. While local infection often remains asymptomatic, severe or even fatal diseases occur when streptococci become invasive and spread to different sites in the infected host. We have established porcine respiratory air-liquid interface cultures (ALI) from the porcine lung to analyze the interaction of streptococci with their primary target cells. As representative of the streptococcal family we chose Streptococcus suis (S. suis) that is not only a major swine respiratory pathogen but can also infect humans. Suilysin, a cholesterol-dependent cytolysin (CDC), is an important virulence factor. By comparing a S. suis wt strain with a suilysin-deficient mutant, we demonstrate that suilysin contributes to (i) adherence to airway cells (ii) loss of ciliated cells (iii) apoptosis, and (iv) invasion. Furthermore, we show that cytolytic activity of suilysin is crucial for these effects. A striking result of our analysis was the high efficiency of S. suis-induced apoptosis and invasion upon infection under ALI conditions. These properties have been reported to be less efficient when analyzed with immortalized cells. We hypothesize that soluble effectors such as suilysin are present at higher concentrations in cells kept at ALI conditions and thus more effective. These results should be relevant also for infection of the respiratory tract by other respiratory pathogens.",We hypothesize that soluble effectors such as suilysin are present at higher concentrations in cells kept at ALI conditions and thus more effective.,"['soluble_effectors', 'suilysin', 'higher_concentrations', 'cells', 'ALI_conditions']","['soluble effectors', 'suilysin', 'higher concentrations', 'cells', 'ALI conditions']",soluble effectors,suilysin,higher concentrations,cells,ALI conditions,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/c87dd649f59e20eb70f183915439806a57a13f7a,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/c87dd649f59e20eb70f183915439806a57a13f7a#Hypothesis,,http://ns.inria.fr/covid19/c87dd649f59e20eb70f183915439806a57a13f7a#abstract,"Abstract The distribution of all peptidase homologues across all phyla of organisms was analysed to determine within which kingdom each of the 271 families originated. No family was found to be ubiquitous and even peptidases thought to be essential for life, such as signal peptidase and methionyl aminopeptides are missing from some clades. There are 33 peptidase families common to archaea, bacteria and eukaryotes and are assumed to have originated in the last universal common ancestor (LUCA). These include peptidases with different catalytic types, exo- and endopeptidases, peptidases with different tertiary structures and peptidases from different families but with similar structures. This implies that the different catalytic types and structures pre-date LUCA. Other families have had their origins in the ancestors of viruses, archaea, bacteria, fungi, plants and animals, and a number of families have had their origins in the ancestors of particular phyla. The evolution of peptidases is compared to recent hypotheses about the evolution of organisms.",The evolution of peptidases is compared to recent hypotheses about the evolution of organisms.,"['The_evolution', 'peptidases', 'recent_hypotheses', 'organisms']","['The evolution', 'peptidases', 'recent hypotheses', 'organisms']",The evolution,peptidases,recent hypotheses,organisms,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/0e1ba60f4c653e334a28e82d31efb9424f61eace,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/0e1ba60f4c653e334a28e82d31efb9424f61eace#Hypothesis,,http://ns.inria.fr/covid19/0e1ba60f4c653e334a28e82d31efb9424f61eace#abstract,"Abstract Chemokines are a family of structurally related proteins that are expressed by almost all types of nucleated cells and mediate leukocyte activation and/or chemotactic activities. The role of chemokines in rabies pathogenesis and protection has only recently been investigated. Expression of chemokines is induced by infection with laboratory-adapted, but not street, rabies viruses (RABVs), and it has been hypothesized that expression of chemokines is one of the mechanisms by which RABV is attenuated. To further define the role of chemokines in rabies pathogenesis and protection, chemokine genes such as MIP-1α, RANTES, IP-10, and macrophage-derived chemokine (MDC) have been cloned into RABV genome. It has been found that recombinant RABVs expressing RANTES or IP-10 induce high and persistent expression of these chemokines, resulting in massive infiltration of inflammatory cells into the central nervous system (CNS) and development of diseases and death in the mouse model. However, recombinant RABVs expressing MIP-1α, MDC, as well as GM-CSF further attenuate RABV by inducing a transient expression of chemokines, infiltration of inflammatory cells, enhancement of blood–brain barrier (BBB) permeability. Yet, these recombinant RABVs show increased adaptive immune responses by recruiting/activating dendritic cells, T and B cells in the periphery as well as in the CNS. Further, direct administration of these recombinant RABVs into the CNS can prevent mice from developing rabies days after infection with street RABV. All these studies together suggest that chemokines are both protective and pathogenic in RABV infections. Those with protective roles could be exploited for development of future RABV vaccines or therapeutic agents.","Expression of chemokines is induced by infection with laboratory-adapted, but not street, rabies viruses (RABVs), and it has been hypothesized that expression of chemokines is one of the mechanisms by which RABV is attenuated.","['Expression', 'chemokines', 'infection', 'laboratory', 'not_street', 'rabies_viruses', 'RABVs', 'expression', 'chemokines', 'RABV']","['Expression', 'chemokines', 'infection', 'laboratory', 'not street', 'rabies viruses', 'RABVs', 'expression', 'chemokines', 'RABV']",Expression,chemokines,infection,laboratory,not street,rabies viruses,RABVs,expression,chemokines,RABV,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/f601587d47e1c6f922247d571299bb21624ac0da,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4643759#Hypothesis,PMC4643759,http://ns.inria.fr/covid19/f601587d47e1c6f922247d571299bb21624ac0da#abstract,"The origin of viruses remains mysterious because of their diverse and patchy molecular and functional makeup. Although numerous hypotheses have attempted to explain viral origins, none is backed by substantive data. We take full advantage of the wealth of available protein structural and functional data to explore the evolution of the proteomic makeup of thousands of cells and viruses. Despite the extremely reduced nature of viral proteomes, we established an ancient origin of the “viral supergroup” and the existence of widespread episodes of horizontal transfer of genetic information. Viruses harboring different replicon types and infecting distantly related hosts shared many metabolic and informational protein structural domains of ancient origin that were also widespread in cellular proteomes. Phylogenomic analysis uncovered a universal tree of life and revealed that modern viruses reduced from multiple ancient cells that harbored segmented RNA genomes and coexisted with the ancestors of modern cells. The model for the origin and evolution of viruses and cells is backed by strong genomic and structural evidence and can be reconciled with existing models of viral evolution if one considers viruses to have originated from ancient cells and not from modern counterparts.","Although numerous hypotheses have attempted to explain viral origins, none is backed by substantive data.","['numerous_hypotheses', 'viral_origins', 'none', 'substantive_data']","['numerous hypotheses', 'viral origins', 'none', 'substantive data']",numerous hypotheses,viral origins,none,substantive data,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/c7d8100f9f9f799f495a0458c8f23dcc7bcec3ec,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3842692#Hypothesis,PMC3842692,http://ns.inria.fr/covid19/c7d8100f9f9f799f495a0458c8f23dcc7bcec3ec#abstract,"OBJECTIVE: Cineole has mucolytic, bronchodilating and anti-inflammatory properties and reduces the exacerbation rate in patients suffering from COPD, as well as ameliorates symptoms in patients suffering from asthma and rhinosinusitis. Based on these effects, we therefore postulated the hypothesis that patients with acute bronchitis would also benefit from therapy with Cineole. METHODS: As part of a double-blind, placebo-controlled, multi-center-study, a total of 242 patients with confirmed acute bronchitis was randomly selected to participate. Over a period of 10 days, all patients were administered 3 x 200 mg of Cineole, or a respective placebo, per day. The primary outcome measure was a Bronchitis Sum Score, which summarises the relevant symptoms of acute bronchitis. RESULTS: After 4 days of treatment it was notable, that the patient group treated with Cineole, showed significantly more improvements of the bronchitis-sum-score than those of the placebo group (p = 0.0383). The statistical significant difference of the individual outcome measures was especially underlined by the frequency of cough fits by p = 0.0001 after 4 days. CONCLUSIONS: The effects of Cineole in the treatment of acute bronchitis were clearly measurable and could be proven after a treatment period of merely 4 days. This study corroborates the fact that Cineole actively and significantly reduces cough frequency after four days. Therefore it has been shown to have a great socioeconomic impact. TRIAL REGISTRATION: ISRCTN: ISRCTN37784439","Based on these effects, we therefore postulated the hypothesis that patients with acute bronchitis would also benefit from therapy with Cineole.","['these_effects', 'the_hypothesis', 'patients', 'acute_bronchitis', 'therapy', 'Cineole']","['these effects', 'the hypothesis', 'patients', 'acute bronchitis', 'therapy', 'Cineole']",these effects,the hypothesis,patients,acute bronchitis,therapy,Cineole,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/897eb33c5ef58d92ff0b68acbcf1ab5f592c1be2,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2661111#Hypothesis,PMC2661111,http://ns.inria.fr/covid19/897eb33c5ef58d92ff0b68acbcf1ab5f592c1be2#abstract,"Trafficking and inflammation in airway diseases are, in part, modulated by members of the CC chemokine family, eotaxin-1 (CCL11), eotaxin-2 (CCL24), and eotaxin-3 (CCL26), which transduce signals through their CCR3 receptor. In this context, we hypothesized that transfecting alveolar type II epithelial cells with CCR3-targeted siRNA or antisense (AS-ODN) sequences will downregulate cellular synthesis and release of the primary CCR3 ligands CCL26 and CCL24 and will modulate other CCR3 ligands. The human A549 alveolar type II epithelium-like cell culture model was used for transfection and subsequent effects on CCR3 agonists. siRNAs were particularly effective. PCR showed a 60-80% decrease in mRNA and immunoblots showed up to 75-84% reduction of CCR3 in siRNA treated cells. CCR3-siRNA treatments reduced IL-4 stimulated CCL26 release and constitutive CCL24 release by 65% and 80%, respectively. Release of four additional CCR3 agonists RANTES, MCP-2, MCP-3 and MCP-4 was also significantly reduced by CCR3-siRNA treatments of the alveolar type II cells. Activation of eosinophils, assessed as superoxide anion generation, was reduced when eosinophils were treated with supernatants of A549 cells pretreated with CCR3-targeted siRNAs or AS-ODNs. Collectively, the data suggest that post-transcriptional regulation of CCR3 receptors may be a potential therapeutic approach for interrupting proinflammatory signaling.","In this context, we hypothesized that transfecting alveolar type II epithelial cells with CCR3-targeted siRNA or antisense (AS-ODN) sequences will downregulate cellular synthesis and release of the primary CCR3 ligands CCL26 and CCL24 and will modulate other CCR3 ligands.","['this_context', 'alveolar_type_II_epithelial_cells', 'CCR3-targeted_siRNA_or_antisense_(AS-ODN)_sequences', 'cellular_synthesis', 'release', 'CCR3', 'ligands', 'CCL26', 'CCL24', 'other_CCR3_ligands']","['this context', 'alveolar type II epithelial cells', 'CCR3-targeted siRNA or antisense (AS-ODN) sequences', 'cellular synthesis', 'release', 'CCR3', 'ligands', 'CCL26', 'CCL24', 'other CCR3 ligands']",this context,alveolar type II epithelial cells,CCR3-targeted siRNA or antisense (AS-ODN) sequences,cellular synthesis,release,CCR3,ligands,CCL26,CCL24,other CCR3 ligands,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/478eaa49054cba8f6ec4f2df3c6bfddd171e6ac5,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3200163#Hypothesis,PMC3200163,http://ns.inria.fr/covid19/478eaa49054cba8f6ec4f2df3c6bfddd171e6ac5#abstract,"BACKGROUND: On the base of our previous study we were observed relevant studies on the hypothesis that the antiviral activity of quercetin 7-rhamnoside (Q7R), a flavonoid, won't relate ability of its antioxidant. METHODS: We were investigated the effects of Q7R on the cytopathic effects (CPE) by CPE reduction assay. Production of DNA fragment and reactive oxygen species (ROS) induced by PEDV infection were studied using DNA fragmentation assay and flow cytometry. RESULTS: In the course of this study it was discovered that Q7R is an extremely potent compound against PEDV. The addition of Q7R to PEDV-infected Vero cells directly reduced the formation of a visible cytopathic effect (CPE). Also, Q7R did not induce DNA fragmentation. Furthermore, ROS increased the infection of PEDV, which was strongly decreased by N-acetyl-L-cysteins (NAC). However, the increased ROS was not decreased by Q7R. Antiviral activity of antioxidants such as NAC, pyrrolidine dithiocarbamate (PDTC), and the vitamin E derivative, trolox, were hardly noticed. CONCLUSIONS: We concluded that the inhibition of PEDV production by Q7R is not simply due to a general action as an antioxidants and is highly specific, as several other antioxidants (NAC, PDTC, trolox) are inactive against PEDV infection.","On the base of our previous study we were observed relevant studies on the hypothesis that the antiviral activity of quercetin 7-rhamnoside (Q7R), a flavonoid, won't relate ability of its antioxidant.","['our_previous_study', 'relevant_studies', 'the_hypothesis', 'the_antiviral_activity', 'quercetin', '7-rhamnoside_(Q7R', 'a_flavonoid', 'ability', 'its_antioxidant']","['our previous study', 'relevant studies', 'the hypothesis', 'the antiviral activity', 'quercetin', '7-rhamnoside (Q7R', 'a flavonoid', 'ability', 'its antioxidant']",our previous study,relevant studies,the hypothesis,the antiviral activity,quercetin,7-rhamnoside (Q7R,a flavonoid,ability,its antioxidant,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/5f766c1553f7f96d1aec084f0a3e2e96e62a1db2,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/5f766c1553f7f96d1aec084f0a3e2e96e62a1db2#Hypothesis,,http://ns.inria.fr/covid19/5f766c1553f7f96d1aec084f0a3e2e96e62a1db2#abstract,"RNA virus evolution results from viral replication fidelity and mutational robustness in combination with selection. Recent studies have confirmed the impact of increased fidelity on RNA virus replication and pathogenesis; however, the impact of decreased fidelity is less defined. Coronaviruses have the largest RNA genomes, and encode an exoribonuclease activity that is required for high-fidelity replication. Genetically stable exoribonuclease mutants will allow direct testing of viral mutational tolerance to RNA mutagens and other selective pressures. Recent studies support the hypothesis that coronavirus replication fidelity may result from a multi-protein complex, suggesting multiple pathways to disrupt or alter virus fidelity and diversity, and attenuate pathogenesis.","Recent studies support the hypothesis that coronavirus replication fidelity may result from a multi-protein complex, suggesting multiple pathways to disrupt or alter virus fidelity and diversity, and attenuate pathogenesis.","['Recent_studies', 'the_hypothesis', 'coronavirus_replication_fidelity', 'multiple_pathways', 'virus_fidelity', 'diversity', 'pathogenesis']","['Recent studies', 'the hypothesis', 'coronavirus replication fidelity', 'multiple pathways', 'virus fidelity', 'diversity', 'pathogenesis']",Recent studies,the hypothesis,coronavirus replication fidelity,multiple pathways,virus fidelity,diversity,pathogenesis,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/82e1992f4aa6b9e93bc27c4a9b129b4879ceda04,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC1934549#Hypothesis,PMC1934549,http://ns.inria.fr/covid19/82e1992f4aa6b9e93bc27c4a9b129b4879ceda04#abstract,"Primary biliary cirrhosis (PBC) is a chronic autoimmune liver disease characterized by inflammation and destruction of intrahepatic biliary epithelial cells, ultimately leading to liver failure. The serological hallmark of PBC is the presence of high-titer antimitochondrial antibodies (AMA) against the inner lipoyl domain of E2 subunits of 2-oxo-acid dehydrogenase complexes, in particular the E2 component of the pyruvate dehydrogenase complex (PDC-E2). The initiating events triggering the autoimmune response are not yet identified but the hypothesis of molecular mimicry is a widely proposed mechanism for the development of autoimmunity in PBC. Several candidates, including bacteria and viruses have been suggested as causative agents, but also environmental factors, such as chemical xenobiotics, have been implicated in the pathogenesis of primary biliary cirrhosis. In this review, we will discuss our current knowledge of the immunoreactivity of xenobiotically modified PDC peptide antigens. In addition, we will provide a working hypothesis how xenobiotic modification of antigens might occur that ultimately leads to the breaking of self-tolerance and the induction of PBC.",The initiating events triggering the autoimmune response are not yet identified but the hypothesis of molecular mimicry is a widely proposed mechanism for the development of autoimmunity in PBC.,"['The_initiating_events', 'the_autoimmune_response', 'the_hypothesis', 'molecular_mimicry', 'a_widely_proposed_mechanism', 'the_development', 'autoimmunity', 'PBC']","['The initiating events', 'the autoimmune response', 'the hypothesis', 'molecular mimicry', 'a widely proposed mechanism', 'the development', 'autoimmunity', 'PBC']",The initiating events,the autoimmune response,the hypothesis,molecular mimicry,a widely proposed mechanism,the development,autoimmunity,PBC,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/577c6a13f9ef70e9756890fc66e98f537c01ac0a,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4761889#Hypothesis,PMC4761889,http://ns.inria.fr/covid19/577c6a13f9ef70e9756890fc66e98f537c01ac0a#abstract,"The emergence of Middle East respiratory syndrome coronavirus (MERS-CoV) highlights the zoonotic potential of Betacoronaviruses. Investigations into the origin of MERS-CoV have focused on two potential reservoirs: bats and camels. Here, we investigated the role of bats as a potential reservoir for MERS-CoV. In vitro, the MERS-CoV spike glycoprotein interacted with Jamaican fruit bat (Artibeus jamaicensis) dipeptidyl peptidase 4 (DPP4) receptor and MERS-CoV replicated efficiently in Jamaican fruit bat cells, suggesting there is no restriction at the receptor or cellular level for MERS-CoV. To shed light on the intrinsic host-virus relationship, we inoculated 10 Jamaican fruit bats with MERS-CoV. Although all bats showed evidence of infection, none of the bats showed clinical signs of disease. Virus shedding was detected in the respiratory and intestinal tract for up to 9 days. MERS-CoV replicated transiently in the respiratory and, to a lesser extent, the intestinal tracts and internal organs; with limited histopathological changes observed only in the lungs. Analysis of the innate gene expression in the lungs showed a moderate, transient induction of expression. Our results indicate that MERS-CoV maintains the ability to replicate in bats without clinical signs of disease, supporting the general hypothesis of bats as ancestral reservoirs for MERS-CoV.","Our results indicate that MERS-CoV maintains the ability to replicate in bats without clinical signs of disease, supporting the general hypothesis of bats as ancestral reservoirs for MERS-CoV.","['Our_results', 'MERS-CoV', 'the_ability', 'bats', 'clinical_signs', 'disease', 'the_general_hypothesis', 'bats', 'ancestral_reservoirs', 'MERS-CoV.']","['Our results', 'MERS-CoV', 'the ability', 'bats', 'clinical signs', 'disease', 'the general hypothesis', 'bats', 'ancestral reservoirs', 'MERS-CoV.']",Our results,MERS-CoV,the ability,bats,clinical signs,disease,the general hypothesis,bats,ancestral reservoirs,MERS-CoV.,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/ac379a37c74e9e9ea13ad9813f46f53dbab62b66,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3641965#Hypothesis,PMC3641965,http://ns.inria.fr/covid19/ac379a37c74e9e9ea13ad9813f46f53dbab62b66#abstract,"BACKGROUND: Geographic variables play an important role in the study of epidemics. The role of one such variable, population density, in the spread of influenza is controversial. Prior studies have tested for such a role using arbitrary thresholds for population density above or below which places are hypothesized to have higher or lower mortality. The results of such studies are mixed. The objective of this study is to estimate, rather than assume, a threshold level of population density that separates low-density regions from high-density regions on the basis of population loss during an influenza pandemic. We study the case of the influenza pandemic of 1918–19 in India, where over 15 million people died in the short span of less than one year. METHODS: Using data from six censuses for 199 districts of India (n=1194), the country with the largest number of deaths from the influenza of 1918–19, we use a sample-splitting method embedded within a population growth model that explicitly quantifies population loss from the pandemic to estimate a threshold level of population density that separates low-density districts from high-density districts. RESULTS: The results demonstrate a threshold level of population density of 175 people per square mile. A concurrent finding is that districts on the low side of the threshold experienced rates of population loss (3.72%) that were lower than districts on the high side of the threshold (4.69%). CONCLUSIONS: This paper introduces a useful analytic tool to the health geographic literature. It illustrates an application of the tool to demonstrate that it can be useful for pandemic awareness and preparedness efforts. Specifically, it estimates a level of population density above which policies to socially distance, redistribute or quarantine populations are likely to be more effective than they are for areas with population densities that lie below the threshold.",Prior studies have tested for such a role using arbitrary thresholds for population density above or below which places are hypothesized to have higher or lower mortality.,"['Prior_studies', 'such_a_role', 'arbitrary_thresholds', 'population_density', 'places']","['Prior studies', 'such a role', 'arbitrary thresholds', 'population density', 'places']",Prior studies,such a role,arbitrary thresholds,population density,places,,,,,,,,,,,,,,,,,,,,,,,,,,
